"","ID","Date.Start","Time.Start","Date.End","Time.End","Date.Reported","Offense.Code","Offense.Descript","Internal.Code","Internal.Descript","Crime_Status","Offense.Level","Jurisdiction","Borough","Precinct","Premises.Direction","Premises.Descript","Park","NYCHA","X.Coord","Y.Coord","Lat","Long","LatLong"
"385826",770660143,"03/22/2015","16:30:00","03/22/2015","16:35:00","03/22/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",26,"","STREET","","","995,069","237,506",40.818576387,-73.960913717,"(40.818576387, -73.960913717)"
"385835",752603766,"03/22/2015","16:30:00","03/22/2015","17:00:00","03/22/2015","109","GRAND LARCENY",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",10,"FRONT OF","STREET","","","984,247","215,236",40.757457818,-74.000012278,"(40.757457818, -74.000012278)"
"385838",652996100,"03/22/2015","16:30:00","03/22/2015","17:00:00","03/22/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",30,"INSIDE","RESIDENCE - APT. HOUSE","","","998,468","241,896",40.830620873,-73.948624242,"(40.830620873, -73.948624242)"
"385847",558771447,"03/22/2015","16:16:00","","","03/22/2015","109","GRAND LARCENY",406,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",33,"","STREET","","","1,002,128","247,436",40.845819914,-73.93538395,"(40.845819914, -73.93538395)"
"385855",113127959,"03/22/2015","16:00:00","03/22/2015","16:45:00","03/22/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",18,"INSIDE","FOOD SUPERMARKET","","","989,136","219,061",40.76795511,-73.982362342,"(40.76795511, -73.982362342)"
"385865",560658972,"03/22/2015","15:48:00","03/22/2015","16:08:00","03/22/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",19,"INSIDE","DEPARTMENT STORE","","","993,497","219,869",40.770169375,-73.966617444,"(40.770169375, -73.966617444)"
"385868",683521185,"03/22/2015","15:44:00","03/22/2015","16:15:00","03/22/2015","109","GRAND LARCENY",433,"LARCENY,GRAND FROM STORE-SHOPL","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",19,"INSIDE","CLOTHING/BOUTIQUE","","","993,893","220,584",40.772131442,-73.965186757,"(40.772131442, -73.965186757)"
"385870",298864368,"03/22/2015","15:40:00","","","03/22/2015","113","FORGERY",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","SHOE","","","986,454","213,102",40.751600255,-73.992046671,"(40.751600255, -73.992046671)"
"385872",299885091,"03/22/2015","15:30:00","03/22/2015","15:35:00","03/22/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",6,"INSIDE","DRUG STORE","","","985,949","207,297",40.735667088,-73.993870805,"(40.735667088, -73.993870805)"
"385873",436135345,"03/22/2015","15:30:00","03/22/2015","16:08:00","03/22/2015","109","GRAND LARCENY",433,"LARCENY,GRAND FROM STORE-SHOPL","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",19,"INSIDE","DEPARTMENT STORE","","","992,738","218,500",40.766412587,-73.969359353,"(40.766412587, -73.969359353)"
"385883",242728745,"03/22/2015","15:18:00","03/22/2015","16:56:00","03/22/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","DEPARTMENT STORE","","","987,111","212,422",40.749733638,-73.989675685,"(40.749733638, -73.989675685)"
"385894",167617818,"03/22/2015","15:10:00","03/22/2015","15:45:00","03/22/2015","361","OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",26,"INSIDE","RESIDENCE - APT. HOUSE","","","996,343","236,150",40.814852894,-73.956313353,"(40.814852894, -73.956313353)"
"385896",878484541,"03/22/2015","15:03:00","03/22/2015","16:56:00","03/22/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","DEPARTMENT STORE","","","987,111","212,422",40.749733638,-73.989675685,"(40.749733638, -73.989675685)"
"385897",936578661,"03/22/2015","15:03:00","03/22/2015","20:45:00","03/22/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","DEPARTMENT STORE","","","987,111","212,422",40.749733638,-73.989675685,"(40.749733638, -73.989675685)"
"385898",140750248,"03/22/2015","15:00:00","03/22/2015","15:03:00","03/22/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",6,"INSIDE","CHAIN STORE","","","985,949","207,297",40.735667088,-73.993870805,"(40.735667088, -73.993870805)"
"385905",822062399,"03/22/2015","15:00:00","","","03/22/2015","359","OFFENSES AGAINST PUBLIC ADMINI",749,"VIOLATION OF ORDER OF PROTECTI","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",9,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","989,421","202,606",40.722790089,-73.981346102,"(40.722790089, -73.981346102)"
"385906",354664828,"03/22/2015","15:00:00","03/22/2015","15:20:00","03/22/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",32,"INSIDE","RESIDENCE - APT. HOUSE","","","1,001,339","236,103",40.814715642,-73.938264545,"(40.814715642, -73.938264545)"
"385913",695010094,"03/22/2015","14:45:00","","","03/22/2015","109","GRAND LARCENY",443,"LARCENY,GRAND OF BICYCLE","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",17,"","STREET","","","990,804","210,370",40.744099446,-73.976349111,"(40.744099446, -73.976349111)"
"385917",327955002,"03/22/2015","14:40:00","03/22/2015","14:45:00","03/22/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",20,"INSIDE","CHAIN STORE","","","988,885","223,197",40.779307484,-73.983265634,"(40.779307484, -73.983265634)"
"385918",758736931,"03/22/2015","14:40:00","03/22/2015","14:45:00","03/22/2015","348","VEHICLE AND TRAFFIC LAWS",916,"LEAVING SCENE-ACCIDENT-PERSONA","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",23,"FRONT OF","STREET","","","999,057","227,795",40.791916581,-73.946526976,"(40.791916581, -73.946526976)"
"385921",184050393,"03/22/2015","14:30:00","03/22/2015","14:50:00","03/22/2015","106","FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",34,"INSIDE","RESIDENCE - APT. HOUSE","","","1,001,534","248,877",40.849776217,-73.937527165,"(40.849776217, -73.937527165)"
"385927",579933543,"03/22/2015","14:20:00","03/22/2015","15:33:00","03/22/2015","109","GRAND LARCENY",411,"LARCENY,GRAND FROM EATERY, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",9,"INSIDE","CHAIN STORE","","","987,581","206,558",40.733638251,-73.98798229,"(40.733638251, -73.98798229)"
"385930",299712486,"03/22/2015","14:10:00","03/22/2015","15:10:00","03/22/2015","578","HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",6,"INSIDE","RESIDENCE - APT. HOUSE","","","986,008","205,403",40.730468511,-73.993658405,"(40.730468511, -73.993658405)"
"385931",688752699,"03/22/2015","14:10:00","03/22/2015","14:15:00","03/22/2015","578","HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",13,"FRONT OF","STREET","","","988,113","206,263",40.732828332,-73.986062857,"(40.732828332, -73.986062857)"
"385935",257267740,"03/22/2015","14:00:00","03/22/2015","14:20:00","03/22/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",33,"INSIDE","RESIDENCE - APT. HOUSE","","","1,001,889","245,601",40.840783858,-73.936252607,"(40.840783858, -73.936252607)"
"385939",803254057,"03/22/2015","14:00:00","03/22/2015","14:20:00","03/22/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. HOUSING POLICE","MANHATTAN",10,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","982,756","210,140",40.743470455,-74.005393004,"(40.743470455, -74.005393004)"
"385940",454489758,"03/22/2015","14:00:00","03/22/2015","17:56:00","03/22/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","DEPARTMENT STORE","","","987,220","212,676",40.750430768,-73.989282176,"(40.750430768, -73.989282176)"
"385941",941249010,"03/22/2015","14:00:00","03/22/2015","14:05:00","03/22/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",5,"FRONT OF","RESIDENCE - PUBLIC HOUSING","","SMITH","984,221","198,452",40.711389864,-74.000106051,"(40.711389864, -74.000106051)"
"385947",179357905,"03/22/2015","13:50:00","","","03/22/2015","351","CRIMINAL MISCHIEF & RELATED OF",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",9,"INSIDE","FAST FOOD","","","988,144","204,028",40.726693789,-73.985952295,"(40.726693789, -73.985952295)"
"385953",170167751,"03/22/2015","13:30:00","03/22/2015","13:35:00","03/22/2015","341","PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",25,"INSIDE","PRIVATE/PAROCHIAL SCHOOL","","","1,001,005","233,420",40.807352193,-73.939477873,"(40.807352193, -73.939477873)"
"385956",187006642,"03/22/2015","13:30:00","","","03/22/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. HOUSING POLICE","MANHATTAN",32,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","1,000,001","238,478",40.821236836,-73.943092722,"(40.821236836, -73.943092722)"
"385959",919082677,"03/22/2015","13:30:00","03/22/2015","13:45:00","03/22/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",20,"INSIDE","BEAUTY & NAIL SALON","","","991,239","224,523",40.782945457,-73.974764553,"(40.782945457, -73.974764553)"
"385969",770865582,"03/22/2015","12:56:00","03/22/2015","13:00:00","03/22/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",34,"","GROCERY/BODEGA","","","1,005,689","253,487",40.862420176,-73.922493874,"(40.862420176, -73.922493874)"
"385971",750396415,"03/22/2015","12:50:00","03/22/2015","13:07:00","03/22/2015","352","CRIMINAL TRESPASS",205,"TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",23,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","1,000,531","229,408",40.796341237,-73.941199816,"(40.796341237, -73.941199816)"
"385975",741464283,"03/22/2015","12:45:00","03/22/2015","12:55:00","03/22/2015","109","GRAND LARCENY",433,"LARCENY,GRAND FROM STORE-SHOPL","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",13,"INSIDE","CHAIN STORE","","","986,700","208,653",40.739388797,-73.991160415,"(40.739388797, -73.991160415)"
"385981",969430135,"03/22/2015","12:30:00","","","03/22/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",34,"INSIDE","RESIDENCE - APT. HOUSE","","","1,005,026","254,061",40.863997218,-73.924889012,"(40.863997218, -73.924889012)"
"385982",830274287,"03/22/2015","12:30:00","","","03/22/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",34,"INSIDE","RESIDENCE - APT. HOUSE","","","1,005,026","254,061",40.863997218,-73.924889012,"(40.863997218, -73.924889012)"
"385986",770260519,"03/22/2015","12:30:00","03/22/2015","12:40:00","03/22/2015","341","PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",32,"FRONT OF","RESIDENCE - PUBLIC HOUSING","","","1,000,940","238,255",40.82062304,-73.939700648,"(40.82062304, -73.939700648)"
"385989",746056188,"03/22/2015","12:30:00","03/22/2015","12:45:00","03/22/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",1,"INSIDE","RESIDENCE - APT. HOUSE","","","982,388","199,790",40.715062159,-74.006718179,"(40.715062159, -74.006718179)"
"385998",564679540,"03/22/2015","12:14:00","","","03/22/2015","113","FORGERY",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",28,"INSIDE","CHAIN STORE","","","997,571","234,556",40.810476043,-73.951880151,"(40.810476043, -73.951880151)"
"386002",592978750,"03/22/2015","12:00:00","03/22/2015","12:14:00","03/22/2015","352","CRIMINAL TRESPASS",205,"TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",23,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","1,001,241","228,860",40.79483579,-73.938636915,"(40.79483579, -73.938636915)"
"386010",949989184,"03/22/2015","12:00:00","03/22/2015","16:00:00","03/22/2015","361","OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",30,"INSIDE","RESIDENCE - APT. HOUSE","","","999,262","241,757",40.830238045,-73.945755409,"(40.830238045, -73.945755409)"
"386021",659950756,"03/22/2015","11:40:00","03/22/2015","11:55:00","03/22/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",33,"INSIDE","CHAIN STORE","","","1,000,875","243,837",40.835944157,-73.939921662,"(40.835944157, -73.939921662)"
"386031",123935532,"03/22/2015","11:30:00","","","03/22/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",32,"INSIDE","BUS TERMINAL","","","1,002,091","238,552",40.821435971,-73.935541308,"(40.821435971, -73.935541308)"
"386034",503370241,"03/22/2015","11:03:00","03/22/2015","11:05:00","03/22/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",19,"INSIDE","DRUG STORE","","","997,024","220,069",40.77071393,-73.953883704,"(40.77071393, -73.953883704)"
"386037",642429887,"03/22/2015","11:00:00","03/22/2015","11:08:00","03/22/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",23,"INSIDE","CHECK CASHING BUSINESS","","","999,989","226,965",40.789636844,-73.943163066,"(40.789636844, -73.943163066)"
"386039",560415831,"03/22/2015","10:55:00","","","03/22/2015","106","FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",13,"FRONT OF","STREET","","","985,840","208,153",40.738016617,-73.994263916,"(40.738016617, -73.994263916)"
"386040",440987111,"03/22/2015","10:55:00","","","03/22/2015","106","FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",13,"OPPOSITE OF","STREET","","","985,840","208,153",40.738016617,-73.994263916,"(40.738016617, -73.994263916)"
"386051",459375977,"03/22/2015","10:30:00","","","03/22/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",5,"FRONT OF","VIDEO STORE","","","986,160","200,104",40.715924005,-73.993111476,"(40.715924005, -73.993111476)"
"386052",509405802,"03/22/2015","10:25:00","03/22/2015","10:30:00","03/22/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",14,"","STREET","","","986,848","212,883",40.750999048,-73.990624712,"(40.750999048, -73.990624712)"
"386053",767457692,"03/22/2015","10:25:00","03/22/2015","10:30:00","03/22/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",32,"INSIDE","FACTORY/WAREHOUSE","","","1,002,092","237,467",40.81845795,-73.93554058,"(40.81845795, -73.93554058)"
"386057",946019688,"03/22/2015","10:08:00","03/22/2015","10:13:00","03/22/2015","578","HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. HOUSING POLICE","MANHATTAN",23,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","997,920","227,368",40.790746414,-73.950634042,"(40.790746414, -73.950634042)"
"386061",813168430,"03/22/2015","10:00:00","","","03/22/2015","126","MISCELLANEOUS PENAL LAW",762,"ESCAPE 2,1","ATTEMPTED","FELONY","N.Y. POLICE DEPT","MANHATTAN",5,"INSIDE","PARK/PLAYGROUND","","","984,146","200,403",40.716744894,-74.000376613,"(40.716744894, -74.000376613)"
"386066",300587669,"03/22/2015","09:56:00","03/22/2015","10:02:00","03/22/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",33,"FRONT OF","COMMERCIAL BUILDING","","","1,000,955","245,839",40.841438914,-73.939627569,"(40.841438914, -73.939627569)"
"386067",878414053,"03/22/2015","09:50:00","03/22/2015","10:00:00","03/22/2015","578","HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",20,"INSIDE","STREET","","","989,483","221,945",40.77587074,-73.981107381,"(40.77587074, -73.981107381)"
"386080",709434846,"03/22/2015","09:03:00","","","03/22/2015","352","CRIMINAL TRESPASS",205,"TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",25,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","1,001,756","233,153",40.806617895,-73.936765755,"(40.806617895, -73.936765755)"
"386084",937031423,"03/22/2015","09:00:00","03/22/2015","09:40:00","03/22/2015","341","PETIT LARCENY",301,"LARCENY,PETIT BY ACQUIRING LOS","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",23,"FRONT OF","RESIDENCE - PUBLIC HOUSING","","","1,000,866","226,632",40.788721243,-73.939996774,"(40.788721243, -73.939996774)"
"386094",846992947,"03/22/2015","08:30:00","03/22/2015","08:45:00","03/22/2015","109","GRAND LARCENY",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",14,"FRONT OF","STREET","","","986,713","213,570",40.752884728,-73.991111704,"(40.752884728, -73.991111704)"
"386095",602184473,"03/22/2015","08:30:00","03/22/2015","08:35:00","03/22/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",18,"FRONT OF","STREET","","","985,777","217,689",40.764190543,-73.994489089,"(40.764190543, -73.994489089)"
"386096",469108131,"03/22/2015","08:30:00","03/22/2015","08:45:00","03/22/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",25,"","STREET","","","1,000,991","232,341",40.804390661,-73.939531135,"(40.804390661, -73.939531135)"
"386098",131345146,"03/22/2015","08:30:00","03/22/2015","09:00:00","03/22/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",10,"","STREET","","","985,245","215,560",40.758347059,-73.996409886,"(40.758347059, -73.996409886)"
"386100",309822166,"03/22/2015","08:17:00","","","03/22/2015","106","FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. TRANSIT POLICE","MANHATTAN",13,"","TRANSIT - NYC SUBWAY","","","988,662","210,091",40.743334989,-73.984079429,"(40.743334989, -73.984079429)"
"386103",299642768,"03/22/2015","08:15:00","03/22/2015","08:30:00","03/22/2015","578","HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",23,"FRONT OF","GAS STATION","","","1,000,658","227,068",40.789918335,-73.94074685,"(40.789918335, -73.94074685)"
"386108",262741978,"03/22/2015","07:57:00","03/22/2015","08:15:00","03/22/2015","359","OFFENSES AGAINST PUBLIC ADMINI",748,"CONTEMPT,CRIMINAL","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",7,"FRONT OF","RESIDENCE - PUBLIC HOUSING","","RUTGERS","986,446","198,438",40.711351165,-73.992080328,"(40.711351165, -73.992080328)"
"386112",403866355,"03/22/2015","07:47:00","","","03/22/2015","111","POSSESSION OF STOLEN PROPERTY",493,"STOLEN PROPERTY-MOTOR VEH 2ND,","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",9,"","STREET","","","986,690","206,267",40.732839818,-73.991197366,"(40.732839818, -73.991197366)"
"386116",781466622,"03/22/2015","07:20:00","03/22/2015","07:21:00","03/22/2015","110","GRAND LARCENY OF MOTOR VEHICLE",441,"LARCENY,GRAND OF AUTO","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",5,"FRONT OF","STREET","","","984,099","200,599",40.717282866,-74.000546163,"(40.717282866, -74.000546163)"
"386131",158232379,"03/22/2015","06:00:00","","","03/22/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. TRANSIT POLICE","MANHATTAN",13,"","TRANSIT - NYC SUBWAY","","","986,553","207,131",40.735211323,-73.991691398,"(40.735211323, -73.991691398)"
"386139",399109342,"03/22/2015","05:30:00","03/22/2015","05:45:00","03/22/2015","359","OFFENSES AGAINST PUBLIC ADMINI",750,"RESISTING ARREST","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",10,"","STREET","","","985,504","216,029",40.759634312,-73.995474908,"(40.759634312, -73.995474908)"
"386145",789226663,"03/22/2015","05:25:00","03/22/2015","05:30:00","03/22/2015","117","DANGEROUS DRUGS",521,"CONTROLLED SUBSTANCE, SALE 5","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",18,"INSIDE","PUBLIC BUILDING","","","988,211","218,130",40.765400219,-73.985702263,"(40.765400219, -73.985702263)"
"386146",166676466,"03/22/2015","05:20:00","","","03/22/2015","105","ROBBERY",386,"ROBBERY,PERSONAL ELECTRONIC DEVICE","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",23,"FRONT OF","STREET","","","1,000,700","227,655",40.791529414,-73.940593737,"(40.791529414, -73.940593737)"
"386149",917113937,"03/22/2015","05:18:00","03/22/2015","06:07:00","03/22/2015","578","HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. HOUSING POLICE","MANHATTAN",25,"INSIDE","RESIDENCE - PUBLIC HOUSING","","LINCOLN","1,001,769","234,797",40.811130194,-73.936714506,"(40.811130194, -73.936714506)"
"386150",751065029,"03/22/2015","05:15:00","","","03/22/2015","106","FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",32,"","STREET","","","1,000,236","235,189",40.812209032,-73.942251496,"(40.812209032, -73.942251496)"
"386161",225214184,"03/22/2015","05:00:00","03/22/2015","05:15:00","03/22/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",34,"INSIDE","BAR/NIGHT CLUB","","","1,004,980","253,368",40.86209525,-73.925057462,"(40.86209525, -73.925057462)"
"386164",590019974,"03/22/2015","04:50:00","03/22/2015","05:00:00","03/22/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",1,"INSIDE","RESIDENCE - APT. HOUSE","","","981,588","196,971",40.707324468,-74.009602878,"(40.707324468, -74.009602878)"
"386168",736703686,"03/22/2015","04:50:00","03/22/2015","05:10:00","03/22/2015","109","GRAND LARCENY",401,"LARCENY,GRAND BY ACQUIRING LOS","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",1,"INSIDE","RESIDENCE - APT. HOUSE","","","982,099","196,101",40.704936662,-74.0077595,"(40.704936662, -74.0077595)"
"386172",531014161,"03/22/2015","02:50:00","03/22/2015","02:53:00","03/22/2015","105","ROBBERY",386,"ROBBERY,PERSONAL ELECTRONIC DEVICE","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",34,"","STREET","","","1,005,689","253,487",40.862420176,-73.922493874,"(40.862420176, -73.922493874)"
"386180",571150461,"03/22/2015","04:34:00","03/22/2015","04:37:00","03/22/2015","347","INTOXICATED & IMPAIRED DRIVING",905,"INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",30,"","STREET","","","997,963","240,372",40.826438728,-73.950452191,"(40.826438728, -73.950452191)"
"386181",209661283,"03/22/2015","04:30:00","03/22/2015","05:15:00","03/22/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. TRANSIT POLICE","MANHATTAN",10,"","TRANSIT - NYC SUBWAY","","","983,551","208,788",40.73975965,-74.002523863,"(40.73975965, -74.002523863)"
